IDArtefact	txtCountry	refIDSite	txtSite	refIDFeature	txtType_of_Feature	txtFeature	refIDShape	txtIDShape	txtShape	txtPosition	dblWidth_in_cm	dblLength_in_cm	dblHeight_in_cm	dblInner_diameter_in_cm	dblDiameter_in_cm	txtCommentary	dblLatitude	dblLongitude
6153	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.65	0.3		0.3			48.85	12.616667
6154	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.65	0.35		0.3			48.85	12.616667
6155	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.7	0.5		0.4			48.85	12.616667
6156	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.8	0.4		0.4			48.85	12.616667
6157	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.75	0.5		0.4			48.85	12.616667
6158	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.7	0.9		0.4			48.85	12.616667
6159	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.9	0.6		0.4			48.85	12.616667
6160	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.7	0.5		0.35			48.85	12.616667
6161	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.65	0.5		0.3			48.85	12.616667
6162	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.7	0.5		0.4			48.85	12.616667
6163	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.7	0.4		0.35			48.85	12.616667
6164	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.6	0.4		0.35			48.85	12.616667
6165	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.6	0.3		0.3			48.85	12.616667
6166	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	1.9	1.6		0.6			48.85	12.616667
6167	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	1.9	1.2		0.5			48.85	12.616667
6168	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	2.2	0.6		0.4			48.85	12.616667
6169	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	1.8	0.8		0.4			48.85	12.616667
6170	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	1.7	1.2		0.4			48.85	12.616667
6171	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	113	B333	Bead, necklace, elongated	chest/shoulder	0.7	2.7		0.3			48.85	12.616667
6172	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	113	B333	Bead, necklace, elongated	chest/shoulder	0.55	2.75		0.25			48.85	12.616667
6173	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	113	B333	Bead, necklace, elongated	chest/shoulder	0.7	2.1		0.3			48.85	12.616667
6174	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	113	B333	Bead, necklace, elongated	chest/shoulder	0.8	2.9		0.4			48.85	12.616667
6175	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	1.6	1.15		0.45			48.85	12.616667
6176	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	1.6	0.5		0.3			48.85	12.616667
6177	Germany	306	Aiterhofen-Ödmühle	317	Grave	10	114	B334	Bead, necklace, disc-shaped	chest/shoulder	0.9	0.65		0.3			48.85	12.616667
6183	Germany	306	Aiterhofen-Ödmühle	318	Grave	11	113	B333	Bead, necklace, elongated	head	0.75	1.8		0.5			48.85	12.616667
6184	Germany	306	Aiterhofen-Ödmühle	318	Grave	11	112	B332	Bead, necklace, nodular	head	1	1.1		0.55			48.85	12.616667
6194	Germany	306	Aiterhofen-Ödmühle	319	Grave	12	30	B1123	Bracelet, fragmented, elongated or wide	left upper arm	0.8	11.6		8.3		The missing half of the spondylus bracelet was probably relocated by construction machinery.	48.85	12.616667
6195	Germany	306	Aiterhofen-Ödmühle	319	Grave	12	114	B334	Bead, necklace, disc-shaped	head	0.8	0.6		0.36			48.85	12.616667
6196	Germany	306	Aiterhofen-Ödmühle	319	Grave	12	114	B334	Bead, necklace, disc-shaped	head	0.8	0.6		0.35			48.85	12.616667
6197	Germany	306	Aiterhofen-Ödmühle	319	Grave	12	114	B334	Bead, necklace, disc-shaped	head	0.7	0.47		0.36			48.85	12.616667
6198	Germany	306	Aiterhofen-Ödmühle	319	Grave	12	114	B334	Bead, necklace, disc-shaped	head	0.85	0.7		0.36			48.85	12.616667
6199	Germany	306	Aiterhofen-Ödmühle	319	Grave	12	114	B334	Bead, necklace, disc-shaped	head	0.9	0.6		0.4			48.85	12.616667
6200	Germany	306	Aiterhofen-Ödmühle	319	Grave	12	114	B334	Bead, necklace, disc-shaped	head	0.9	0.6		0.38			48.85	12.616667
6201	Germany	306	Aiterhofen-Ödmühle	319	Grave	12	114	B334	Bead, necklace, disc-shaped	head	0.77	0.58		0.37			48.85	12.616667
6205	Germany	306	Aiterhofen-Ödmühle	320	Grave	13	30	B1123	Bracelet, fragmented, elongated or wide		0.8	9					48.85	12.616667
6214	Germany	306	Aiterhofen-Ödmühle	321	Grave	15	101	B314	Bead, without context, disc-shaped								48.85	12.616667
6222	Germany	306	Aiterhofen-Ödmühle	322	Grave	18	41	B2111	V-Klappe, complete, single pierced	hip	8.6	13.2		0.3			48.85	12.616667
6223	Germany	306	Aiterhofen-Ödmühle	322	Grave	18	24	B1112	Bracelet, complete, wide	left upper arm	9.2	11.9	1.6	7.95			48.85	12.616667
6224	Germany	306	Aiterhofen-Ödmühle	322	Grave	18	113	B333	Bead, necklace, elongated	head	1.3	4.25		0.5			48.85	12.616667
6225	Germany	306	Aiterhofen-Ödmühle	322	Grave	18	113	B333	Bead, necklace, elongated	head	1.3	3.8		0.6			48.85	12.616667
6226	Germany	306	Aiterhofen-Ödmühle	322	Grave	18	113	B333	Bead, necklace, elongated	head	1.3	3.7		0.4			48.85	12.616667
6227	Germany	306	Aiterhofen-Ödmühle	322	Grave	18	113	B333	Bead, necklace, elongated	head	1.3	5.1		0.6			48.85	12.616667
6228	Germany	306	Aiterhofen-Ödmühle	322	Grave	18	113	B333	Bead, necklace, elongated	head	1.4	4.25		0.55			48.85	12.616667
6229	Germany	306	Aiterhofen-Ödmühle	322	Grave	18	113	B333	Bead, necklace, elongated	head	1.3	4.5		0.6			48.85	12.616667
6232	Germany	306	Aiterhofen-Ödmühle	323	Grave	19	21	B111	Bracelet, complete	chest/shoulder						Almost completely bygone	48.85	12.616667
6248	Germany	306	Aiterhofen-Ödmühle	324	Grave	25	24	B1112	Bracelet, complete, wide	left upper arm	8.8	11.4	1.2	8			48.85	12.616667
6254	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	41	B2111	V-Klappe, complete, single pierced	hip	9	10.9		0.3			48.85	12.616667
6255	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	24	B1112	Bracelet, complete, wide	left upper arm	8.4	10.9	1.7	7.1			48.85	12.616667
6256	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	0.95	0.5		0.4		Conically drilled from both sides.	48.85	12.616667
6257	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1	0.6		0.5		Conically drilled from both sides.	48.85	12.616667
6258	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.3	0.75		0.4		Conically drilled from both sides.	48.85	12.616667
6259	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.5	0.8		0.5		Conically drilled from both sides.	48.85	12.616667
6260	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.3	0.75		0.5		Conically drilled from both sides.	48.85	12.616667
6261	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1	0.5		0.3		Conically drilled from both sides.	48.85	12.616667
6262	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	113	B333	Bead, necklace, elongated	head	0.8	1.3		0.4		Conically drilled from both sides.	48.85	12.616667
6263	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	113	B333	Bead, necklace, elongated	head	1	2.5		0.4		Conically drilled from both sides.	48.85	12.616667
6264	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.2	1		0.5		Conically drilled from both sides.	48.85	12.616667
6265	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.3	1		0.5		Conically drilled from both sides.	48.85	12.616667
6266	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.2	0.8		0.4		Conically drilled from both sides.	48.85	12.616667
6267	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.2	0.8		0.4		Conically drilled from both sides.	48.85	12.616667
6268	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.3	0.9		0.5		Conically drilled from both sides.	48.85	12.616667
6269	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	0.5	0.55		0.35		Conically drilled from both sides.	48.85	12.616667
6270	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.2	0.8		0.5		Conically drilled from both sides.	48.85	12.616667
6271	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	113	B333	Bead, necklace, elongated	head	1	4.95		0.4		Conically drilled from both sides.	48.85	12.616667
6272	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.3	0.9		0.5		Conically drilled from both sides.	48.85	12.616667
6273	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	113	B333	Bead, necklace, elongated	head	1.6	5.6		0.5		Conically drilled from both sides.	48.85	12.616667
6274	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.6	0.65		0.5		Conically drilled from both sides.	48.85	12.616667
6275	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.35	0.75		0.55		Conically drilled from both sides.	48.85	12.616667
6276	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	113	B333	Bead, necklace, elongated	head	1	3.5		0.45		Conically drilled from both sides.	48.85	12.616667
6277	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1	0.55		0.35		Conically drilled from both sides.	48.85	12.616667
6278	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.3	0.9		0.5		Conically drilled from both sides.	48.85	12.616667
6279	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	113	B333	Bead, necklace, elongated	head	1.5	5.3		0.5		Conically drilled from both sides.	48.85	12.616667
6280	Germany	306	Aiterhofen-Ödmühle	325	Grave	28	114	B334	Bead, necklace, disc-shaped	head	1.5	0.8		0.6		Conically drilled from both sides.	48.85	12.616667
6287	Germany	306	Aiterhofen-Ödmühle	326	Grave	32	155	B4132	Pendant, complete, disc-shaped, double pierced	hip						The artefact is missing.	48.85	12.616667
6539	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	22	B1111	Bracelet, complete, narrow	left upper arm	8.2	9	2.4	5.35			48.85	12.616667
6540	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	113	B333	Bead, necklace, elongated	head	1.3	5.45		0.55			48.85	12.616667
6541	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	113	B333	Bead, necklace, elongated	head	1.15	3.1		0.55			48.85	12.616667
6542	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	113	B333	Bead, necklace, elongated	head	1.45	4.1		0.5			48.85	12.616667
6543	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	113	B333	Bead, necklace, elongated	head	1.4	5.25		0.7			48.85	12.616667
6544	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	113	B333	Bead, necklace, elongated	head	1.35	4.65		0.5			48.85	12.616667
6545	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	113	B333	Bead, necklace, elongated	head	1.2	4.2		0.55			48.85	12.616667
6546	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	113	B333	Bead, necklace, elongated	head	1.35	5.6		0.5			48.85	12.616667
6547	Germany	306	Aiterhofen-Ödmühle	327	Grave	41	114	B334	Bead, necklace, disc-shaped	head	1.35	0.85		0.45			48.85	12.616667
6595	Germany	306	Aiterhofen-Ödmühle	328	Grave	48	22	B1111	Bracelet, complete, narrow	left upper arm	8.9	10.2	2.2	7			48.85	12.616667
6598	Germany	306	Aiterhofen-Ödmühle	329	Grave	60	113	B333	Bead, necklace, elongated	head	1.65	5.75		0.5			48.85	12.616667
6599	Germany	306	Aiterhofen-Ödmühle	329	Grave	60	113	B333	Bead, necklace, elongated	head	1.5	5.2		0.4			48.85	12.616667
6600	Germany	306	Aiterhofen-Ödmühle	329	Grave	60	113	B333	Bead, necklace, elongated	head	1.3	3.5		0.4			48.85	12.616667
